town,id,firm,retailer,fascia,store_name,add_one,add_two,locality,postcode,long_wgs,lat_wgs,bng_e,bng_n,pqi,open_date,close_date,size_band,size_sqft,size_sqm,rev,emp
London,1010002931,Sainsburys,Sainsburys,Sainsburys,Sainsburys East Ham,2-10 Myrtle Road,,East Ham,E6 1HU,0.052679309,51.53406392,542469.82,183680.98,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010002932,Sainsburys,Sainsburys,Sainsburys,Sainsburys Beckton,1 Claps Gate Lane,,Beckton,E6 6JF,0.065908501,51.52142187,543427,182301,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010002933,Sainsburys,Sainsburys,Sainsburys,Sainsburys Dalston,25 Dalston Cross Shopping Centre,,Kingsland,E8 2LX,-0.073315083,51.54760376,533692,184949,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010002943,Sainsburys,Sainsburys,Sainsburys,Sainsburys Enfield,3 Crown Road,Enfield,Southbury,EN1 1TH,-0.057718554,51.65200005,534464.87,196586.88,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010002944,Sainsburys,Sainsburys,Sainsburys,Sainsburys New Barnet,66 East Barnet Road,,New Barnet,EN4 8RQ,-0.171760191,51.64949783,526583,196105,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010002989,Sainsburys,Sainsburys,Sainsburys,Sainsburys Alperton,360 Ealing Road,Wembley,Alperton,HA0 1PF,-0.303369751,51.53878272,517764,183573,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010002990,Sainsburys,Sainsburys,Sainsburys,Sainsburys South Harrow,330 Northolt Road,,South Harrow,HA2 8EQ,-0.356790174,51.5622916,514000.61,186102.8,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010002991,Sainsburys,Sainsburys,Sainsburys,Sainsburys Kenton,1 Nash Way,Kenton,Kenton,HA3 0JA,-0.3152031,51.5814776,516834,188302,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010002992,Sainsburys,Sainsburys,Sainsburys,Sainsburys South Ruislip,Long Drive,,South Ruislip,HA4 0HQ,-0.396182945,51.55702046,511283,185456,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010002993,Sainsburys,Sainsburys,Sainsburys,Sainsburys Pinner,12 Barters Walk,,Pinner,HA5 5LU,-0.380707919,51.59342995,512266.1,189528.66,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010002994,Sainsburys,Sainsburys,Sainsburys,Sainsburys Stanmore,1 The Broadway,,Stanmore,HA7 4DA,-0.310966885,51.61708876,517036,192269,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010002995,Sainsburys,Sainsburys,Sainsburys,Sainsburys Edgware,Broadwalk Shopping Centre,Station Road,Edgware,HA8 7BQ,-0.275770046,51.61182453,519486.48,191740.48,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003014,Sainsburys,Sainsburys,Sainsburys,Sainsburys Ilford,55 Roden Street,,Ilford,IG1 2AA,0.069892678,51.55650419,543593,186210,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003015,Sainsburys,Sainsburys,Sainsburys,Sainsburys Newbury Park,King George Avenue,Ilford,Barkingside,IG2 7SH,0.087312571,51.58155499,544721,189030,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003016,Sainsburys,Sainsburys,Sainsburys,Sainsburys Barkingside,66-100 Tanners Lane,Ilford,Barkingside,IG6 1QE,0.081723928,51.58845391,544311.97,189786.13,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003029,Sainsburys,Sainsburys,Sainsburys,Sainsburys Kingston,6-12 Eden Walk,Kingston Upon Thames,Kingston Upon Thames,KT1 1BU,-0.303942415,51.40960643,518057,169207,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003034,Sainsburys,Sainsburys,Sainsburys,Sainsburys Sury Basin,1 Sury Basin,Kingston Upon Thames,Kingston Upon Thames,KT2 5NZ,-0.303011607,51.41571683,518106,169888,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003035,Sainsburys,Sainsburys,Sainsburys,Sainsburys Surbiton,50-58 Victoria Road,,Surbiton,KT6 4NG,-0.30773154,51.3914874,517840,167186,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003083,Sainsburys,Sainsburys,Sainsburys,Sainsburys Muswell Hill,12 Fortis Green Road,,Muswell Hill,N10 3HN,-0.145568245,51.58993819,528563.02,189527.31,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003084,Sainsburys,Sainsburys,Sainsburys,Sainsburys Islington,31-41 Liverpool Road,,Angel,N1 0RW,-0.107533567,51.53422235,531358,183399,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003085,Sainsburys,Sainsburys,Sainsburys,Sainsburys North Finchley,836 High Road,,North Finchley,N12 9RE,-0.176120346,51.61793073,526369,192587,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003086,Sainsburys,Sainsburys,Sainsburys,Sainsburys Tottenham,28-48 Northumberland Park,,Tottenham,N17 0TX,-0.066521206,51.605089,533994,191354,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003087,Sainsburys,Sainsburys,Sainsburys,Sainsburys Highlands Village,1 Florey Square,,World's End,N21 1UJ,-0.111100194,51.645813,530790,195802,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003088,Sainsburys,Sainsburys,Sainsburys,Sainsburys Winchmore Hill,681 Green Lanes,,Winchmore Hill,N21 3RS,-0.098431093,51.62940423,531714,194000,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003089,Sainsburys,Sainsburys,Sainsburys,Sainsburys Wood Grn,54-58 High Road,,Wood Green,N22 6BX,-0.105139371,51.59254488,531356,189889,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003090,Sainsburys,Sainsburys,Sainsburys,Sainsburys Harringay,Williamson Road,,Harringay,N4 1UJ,-0.095542832,51.57725524,532065,188206,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003125,Sainsburys,Sainsburys,Sainsburys,Sainsburys Willesden Grn,High Road,,Willesden Green,NW10 2TD,-0.225549832,51.5468307,523139,184596,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003126,Sainsburys,Sainsburys,Sainsburys,Sainsburys Golders Grn,614 Finchley Road,,Golders Green,NW11 7RX,-0.194598804,51.57073172,525219.41,187306.43,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003127,Sainsburys,Sainsburys,Sainsburys,Sainsburys Camden,17-21 Camden Road,,Camden Town,NW1 9LJ,-0.140843344,51.54052815,529030,184041,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003128,Sainsburys,Sainsburys,Sainsburys,Sainsburys Finchley Rd,02 Centre,255 Finchley Road,Frognal,NW3 6LU,-0.182103658,51.54805396,526148,184806,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003129,Sainsburys,Sainsburys,Sainsburys,Sainsburys Kilburn,88-92 Kilburn High Road,,Kilburn,NW6 4HS,-0.193913833,51.53874938,525354.7,183751,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003130,Sainsburys,Sainsburys,Sainsburys,Sainsburys Hendon,Unit 4 Hyde Estate Road,,Colindale,NW9 6JX,-0.243963792,51.58181585,521768.83,188455.75,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003188,Sainsburys,Sainsburys,Sainsburys,Sainsburys Hornchurch,101-105 High Street,,Hornchurch,RM11 1TX,0.218187602,51.56317351,553850,187253,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003189,Sainsburys,Sainsburys,Sainsburys,Sainsburys Romford,1 The Brewery,,Romford,RM1 1AU,0.179965448,51.57491518,551162,188479,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003191,Sainsburys,Sainsburys,Sainsburys,Sainsburys Chadwell Heath,97-131 High Road,Chadwell Heath,Chadwell Heath,RM6 6PB,0.134494607,51.57193826,548021,188055,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003203,Sainsburys,Sainsburys,Sainsburys,Sainsburys Lee Grn,14 Burnt Ash Road,,Lee,SE12 8PZ,0.010155266,51.45615326,539758.57,174935.33,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003204,Sainsburys,Sainsburys,Sainsburys,Sainsburys Lewisham,Unit 33 Lewisham Centre,,Lewisham,SE13 7EP,-0.012185273,51.46174542,538189.65,175514.82,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003205,Sainsburys,Sainsburys,Sainsburys,Sainsburys New Cross Gate,263D New Cross Road,,New Cross Gate,SE14 5UQ,-0.042311467,51.47720882,536051,177178,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003206,Sainsburys,Sainsburys,Sainsburys,Sainsburys Woolwich,25 Calderwood Street,,Woolwich,SE18 6QW,0.063567667,51.49113103,543359.59,178928.06,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003207,Sainsburys,Sainsburys,Sainsburys,Sainsburys Upper Norwood,66 Westow Street,,Norwood,SE19 3RW,-0.082960661,51.4178067,533401.18,170497.69,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003208,Sainsburys,Sainsburys,Sainsburys,Sainsburys Penge,158-162 High Street,,Penge,SE20 7QS,-0.051585715,51.41263382,535598,169980,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003209,Sainsburys,Sainsburys,Sainsburys,Sainsburys Dulwich,80 Dog Kennel Hill,,East Dulwich,SE22 8BB,-0.085112871,51.46202567,533123,175411,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003210,Sainsburys,Sainsburys,Sainsburys,Sainsburys Forest Hill,34-48 London Road,,Forest Hill,SE23 3HF,-0.055498683,51.44004569,535245,173021,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003211,Sainsburys,Sainsburys,Sainsburys,Sainsburys Crystal Palace,120-122 Whitehorse Lane,,South Norwood,SE25 6XB,-0.086253213,51.3988849,533227.19,168387.58,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003212,Sainsburys,Sainsburys,Sainsburys,Sainsburys Sydenham,Southend Lane,,Bell Green,SE26 4PU,-0.033274022,51.43017855,536819,171965,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003213,Sainsburys,Sainsburys,Sainsburys,Sainsburys Eltham,1A Philipot Path,,Eltham,SE9 5DL,0.057400479,51.44999787,543060,174342,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003230,Sainsburys,Sainsburys,Sainsburys,Sainsburys North Cheam,566 London Road,Sutton,North Cheam,SM3 9AA,-0.224839475,51.3718042,523660,165133.56,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003231,Sainsburys,Sainsburys,Sainsburys,Sainsburys Morden,London Road,,Morden,SM4 5HT,-0.192910571,51.40313251,525796.44,168671.62,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003232,Sainsburys,Sainsburys,Sainsburys,Sainsburys Wallington,2 Stafford Road,,Wallington,SM6 9AA,-0.148157566,51.35825036,529035.25,163758.35,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003264,Sainsburys,Sainsburys,Sainsburys,Sainsburys Balham,147-151 Balham High Road,,Balham,SW12 9AU,-0.151530443,51.44390394,528560.22,173277.27,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003265,Sainsburys,Sainsburys,Sainsburys,Sainsburys Putney,2-6 Werter Road,,East Putney,SW15 2LJ,-0.215619852,51.46217819,524057,175199,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003266,Sainsburys,Sainsburys,Sainsburys,Sainsburys Streatham Common,480 Streatham High Road,,Streatham,SW16 3PY,-0.129255865,51.41964573,530177,170619,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003267,Sainsburys,Sainsburys,Sainsburys,Sainsburys Tooting,71-77 Tooting High Street,,Tooting,SW17 0RN,-0.168052283,51.42709637,527458.82,171379.38,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003268,Sainsburys,Sainsburys,Sainsburys,Sainsburys Wandsworth,45 Garratt Lane,,Wandsworth,SW18 4AD,-0.191628546,51.45436478,525745,174371,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003269,Sainsburys,Sainsburys,Sainsburys,Sainsburys Merton,1 Merton High Street,,Collier's Wood,SW19 1DD,-0.181525879,51.41519875,526555,170033,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003270,Sainsburys,Sainsburys,Sainsburys,Sainsburys Wimbledon,8-12 Worple Road,,Wimbledon,SW19 4DD,-0.209009865,51.42106994,524627.92,170638.83,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003271,Sainsburys,Sainsburys,Sainsburys,Sainsburys Pimlico,99 Wilton Road,,Victoria,SW1V 1DT,-0.141271272,51.4928477,529135,178738,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003272,Sainsburys,Sainsburys,Sainsburys,Sainsburys Fulham Broadway,Unit 17 Fulham Broadway Retail Centre,,Fulham Broadway,SW6 1BW,-0.194719947,51.48044331,525458.73,177265.73,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003273,Sainsburys,Sainsburys,Sainsburys,Sainsburys Fulham Wharf Superstore,27 Townsmead Road,,Sands End,SW6 2GD,-0.18516563,51.46779903,526157,175876.04,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003274,Sainsburys,Sainsburys,Sainsburys,Sainsburys Cromwell Rd,158A Cromwell Road,,Earls Court,SW7 4EJ,-0.188439256,51.4952854,525854,178927,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003308,Sainsburys,Sainsburys,Sainsburys,Sainsburys St Clares,303 Uxbridge Road,Hampton Hill,Hampton Hill,TW12 1AW,-0.375224866,51.43419434,513039,171829,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003309,Sainsburys,Sainsburys,Sainsburys,Sainsburys Hampton,30 Tangley Park Road,,Hampton,TW12 3YH,-0.377600018,51.42643984,512893,170963,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010003311,Sainsburys,Sainsburys,Sainsburys,Sainsburys Richmond,Lower Richmond Road,,Richmond,TW9 4LT,-0.286481849,51.46662537,519123,175576,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003312,Sainsburys,Sainsburys,Sainsburys,Sainsburys Hayes,Lombardy Retail Park,Coldharbour Lane,Hayes : Middlesex,UB3 3EX,-0.40333568,51.51546616,510888,180824,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003313,Sainsburys,Sainsburys,Sainsburys,Sainsburys Uxbridge,York Road,,Uxbridge,UB8 1QW,-0.474676946,51.54866128,505861,184410,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003314,Sainsburys,Sainsburys,Sainsburys,Sainsburys Ladbroke Grove,Ladbroke Grove,,Kensal Town,W10 5AA,-0.217654612,51.52631629,523742,182328,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003315,Sainsburys,Sainsburys,Sainsburys,Sainsburys West Ealing,Melbourne Avenue,,Northfields,W13 9BZ,-0.325405308,51.5092539,516311,180254,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010003316,Sainsburys,Sainsburys,Sainsburys,Sainsburys Chiswick,31 Essex Place,,Turnham Green,W4 5UT,-0.265091005,51.49348589,520538,178598,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
London,1010003317,Sainsburys,Sainsburys,Sainsburys,Sainsburys Kings Mall,2-3 Kings Mall,King Street,Hammersmith,W6 0PZ,-0.228854893,51.4930498,523054.59,178609.74,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010010511,Sainsburys,Sainsburys,Sainsburys,Sainsburys Stamford Hill,1 Amhurst Park,,Stamford Hill,N16 5LW,-0.073419928,51.57324325,533609.62,187800.01,Rooftop geocoded by Geolytix,0,0,"15,069 < 30,138 ft2 (1,400 < 2,800 m2)","Between 15,069 and 30,138","Between 1,400 and 2,800",19513966.48,131
London,1010010519,Sainsburys,Sainsburys,Sainsburys,Sainsburys Brixton,2 Tulse Hill,,Brixton,SW2 2TP,-0.113933689,51.45480176,531141.68,174555.73,Rooftop geocoded by Geolytix,0,0,"3,013 < 15,069 ft2 (280 < 1,400 m2)","Between 3,013 and 15,069","Between 280 and 1,400",19513966.48,131
London,1010010520,Sainsburys,Sainsburys,Sainsburys,Sainsburys Clapham Common,133 Clapham High Street,,Clapham,SW4 7SL,-0.135724745,51.46209106,529607.11,175327.56,Rooftop geocoded by Geolytix,0,0,"30,138 ft2 > (2,800 m2)","Over 30,138","Over 2,800",19513966.48,131
